"","Fecha_de_ingreso_denuncia","nro_registro_interno","id_tema","subtema","id_referido_tipo","id_provincia","id_genero","edad_aparente","id_embarazada"
"414",2020-04-21,545257505,1,37,1,26,2,NA,0
"415",2020-04-21,3555357505,1,37,1,26,2,24,0
"416",2020-04-21,5584457505,1,37,1,26,2,NA,0
"417",2020-04-22,1525457505,1,37,1,26,2,NA,0
"418",2020-04-22,1525457505,1,37,1,26,2,NA,0
"419",2020-04-22,8475457505,1,37,1,26,2,NA,0
"420",2020-04-22,1594557505,1,37,1,26,2,NA,0
"421",2020-04-22,4594557505,1,37,1,26,2,NA,0
"422",2020-04-22,1535557505,1,37,1,26,2,NA,0
"423",2020-04-24,4584657505,1,37,1,26,2,17,0
"424",2020-04-25,4505657505,1,37,1,26,2,NA,0
"425",2020-04-25,535657505,1,37,1,26,2,NA,0
"426",2020-04-25,4535657505,1,37,1,26,2,NA,0
"427",2020-04-25,4505848415,1,37,1,26,2,NA,0
"428",2020-04-25,7505848415,1,37,1,26,2,42,0
"429",2020-04-27,7594848415,1,37,1,26,2,NA,0
"430",2020-04-27,3515848415,1,37,1,26,2,NA,0
"431",2020-04-27,7565848415,1,37,1,26,2,NA,0
"432",2020-04-27,1505058415,1,37,1,26,2,NA,0
"433",2020-04-27,505058415,1,37,1,26,2,NA,0
"434",2020-04-28,7555058415,1,37,1,26,2,19,0
"435",2020-04-28,1555158415,1,37,1,26,2,NA,0
"436",2020-04-28,5565158415,1,37,1,26,2,NA,0
"437",2020-04-28,7565158415,1,37,1,26,2,NA,0
"438",2020-04-28,4584558415,1,37,1,26,2,NA,0
"439",2020-04-28,5575458415,1,37,1,26,2,NA,0
"440",2020-04-28,6505558415,1,37,1,26,2,NA,0
"441",2020-04-28,3555558415,1,37,1,26,2,NA,0
"442",2020-04-28,2594658415,1,37,1,26,2,NA,0
"443",2020-04-28,515658415,1,37,1,26,2,NA,0
"444",2020-04-28,8435658415,1,37,1,26,2,NA,0
"445",2020-04-28,9415658415,1,37,1,26,2,NA,0
"446",2020-04-28,505758415,1,37,1,26,2,NA,0
"447",2020-04-28,7505758415,1,37,1,26,2,NA,0
"448",2020-04-28,1535758415,1,37,1,26,2,NA,0
"449",2020-04-28,4535758415,1,37,1,26,2,40,0
"450",2020-04-28,5555758415,1,37,1,26,2,0,0
"451",2020-04-28,9455758415,1,37,1,26,2,40,0
"452",2020-04-28,5594849415,1,37,1,26,2,33,0
"453",2020-04-28,1545849415,1,37,1,26,2,42,0
"454",2020-04-29,5545849415,1,37,1,26,2,30,0
"455",2020-04-29,2555849415,1,37,1,26,2,0,0
"456",2020-04-29,2555849415,1,37,1,26,2,0,0
"457",2020-04-29,4515949415,1,37,1,26,2,0,0
"458",2020-05-02,1594059415,1,37,1,26,2,38,0
"459",2020-05-02,3575949415,1,37,1,26,2,45,0
